fichier	leaf	surfaceLeaf	nbLesions	surfaceLesions	pourcent.lesions	nb.lesions
Mock_P09_2	1	331430	186	17706	5.34230455903207	NA
Mock_P09_2	2	283960	141	12252	4.31469221017045	NA
Mock_P09_2	3	308215	182	18799	6.09931379069805	NA
Mock_P09_2	4	242403	76	8078	3.33246700742153	NA
Mock_P09_2	5	291517	131	16071	5.5128860409513	NA
Mock_P09_2	6	242750	89	10407	4.28712667353244	NA
Mock_P09_2	7	299993	163	21224	7.07483174607408	NA
Mock_P09_2	8	288702	127	17263	5.97952213701325	NA
Mock_P09_2	9	264213	108	13538	5.12389625037375	NA
Mock_P09_2	10	265780	97	10840	4.07856121604334	NA
Mock_P09_2	11	181307	51	7202	3.97226803157076	NA
Mock_P09_2	12	263524	79	9474	3.59511847118289	NA
Mock_P09_2	13	297145	165	20906	7.03562233926198	NA
Mock_P09_2	14	311787	178	25833	8.28546411492461	NA
Mock_P09_2	15	300459	138	15938	5.30455070408941	NA
Mock_P09_2	16	323400	184	22168	6.85466914038343	NA
Mock_P09_2	17	320571	161	14921	4.65450711386869	NA
Mock_P09_2	18	299190	147	16801	5.61549517029312	NA
Mock_P09_2	19	286520	125	10822	3.77704872260226	NA
Mock_P09_2	20	175933	53	6129	3.48371254966379	NA
Mock_P09_2	21	345175	144	19218	5.56761063228797	NA
Mock_P09_2	22	324848	152	15785	4.85919568536669	NA
Mock_P09_2	23	241477	105	9339	3.86744907382484	NA
Mock_P09_2	24	190672	56	7216	3.78450952420911	NA
