fichier	leaf	surfaceLeaf	nbLesions	surfaceLesions	pourcent.lesions	nb.lesions
Mock_P07_2	1	303243	154	15658	5.1635157283103	NA
Mock_P07_2	2	235857	110	11230	4.76135963740741	NA
Mock_P07_2	3	158382	85	7598	4.79726231516208	NA
Mock_P07_2	4	185546	82	8680	4.67808521875977	NA
Mock_P07_2	5	253525	120	13197	5.20540380633074	NA
Mock_P07_2	6	279225	84	7246	2.59503984242099	NA
Mock_P07_2	7	327432	94	8834	2.69796476825723	NA
Mock_P07_2	8	324721	105	10275	3.16425485262733	NA
Mock_P07_2	9	301797	112	11077	3.67034794911812	NA
Mock_P07_2	10	306732	107	10323	3.36547865889441	NA
Mock_P07_2	11	297797	116	15913	5.34357297084927	NA
Mock_P07_2	12	305886	105	9293	3.0380599308239	NA
Mock_P07_2	13	349214	156	12149	3.47895559742737	NA
Mock_P07_2	14	335935	95	8973	2.67105243573906	NA
Mock_P07_2	15	241074	53	4256	1.7654330205663	NA
Mock_P07_2	16	321387	87	8975	2.79258339634148	NA
Mock_P07_2	17	276290	79	7854	2.84266531542944	NA
Mock_P07_2	18	314684	58	6355	2.01948621474241	NA
Mock_P07_2	19	333449	98	12197	3.65783073273574	NA
Mock_P07_2	20	293386	65	7070	2.40979460505955	NA
Mock_P07_2	21	323001	129	17968	5.56283107482639	NA
Mock_P07_2	22	317632	112	11782	3.70932399758211	NA
