fichier	leaf	surfaceLeaf	nbLesions	surfaceLesions	pourcent.lesions	nb.lesions
Mock_P10_2	1	342431	131	12913	3.77097867891634	NA
Mock_P10_2	2	264426	123	10635	4.02191917587529	NA
Mock_P10_2	3	315998	150	10276	3.25191931594504	NA
Mock_P10_2	4	265544	138	15040	5.66384478655138	NA
Mock_P10_2	5	356150	164	16828	4.72497543170013	NA
Mock_P10_2	6	388905	208	19238	4.94670935061262	NA
Mock_P10_2	7	334307	130	19638	5.87424134104281	NA
Mock_P10_2	8	304560	137	19040	6.25164171263462	NA
Mock_P10_2	9	295519	159	20316	6.87468487643772	NA
Mock_P10_2	10	310166	128	12640	4.07523713108464	NA
Mock_P10_2	11	324011	173	20369	6.28651496399814	NA
Mock_P10_2	12	331937	158	19047	5.73813705612812	NA
Mock_P10_2	13	408199	183	23059	5.64896043351405	NA
Mock_P10_2	14	351266	154	16934	4.82084801831091	NA
Mock_P10_2	15	369145	172	16788	4.54780641753241	NA
Mock_P10_2	16	334551	191	19005	5.68074822672776	NA
Mock_P10_2	17	363584	202	19882	5.46833744059145	NA
Mock_P10_2	18	269010	143	15931	5.92208468086688	NA
Mock_P10_2	19	302683	176	18292	6.04328621032565	NA
Mock_P10_2	20	357926	131	12072	3.37276420265641	NA
Mock_P10_2	21	282660	82	10525	3.72355480082077	NA
Mock_P10_2	22	345903	110	16129	4.66286791383712	NA
Mock_P10_2	23	345107	155	19331	5.60145114413791	NA
Mock_P10_2	24	270714	111	13785	5.09208980695494	NA
