fichier	leaf	surfaceLeaf	surfaceLesion
Mock_P07_2	1	303243	85
Mock_P07_2	1	303243	126
Mock_P07_2	1	303243	46
Mock_P07_2	1	303243	108
Mock_P07_2	1	303243	86
Mock_P07_2	1	303243	99
Mock_P07_2	1	303243	61
Mock_P07_2	1	303243	80
Mock_P07_2	1	303243	99
Mock_P07_2	1	303243	118
Mock_P07_2	1	303243	85
Mock_P07_2	1	303243	19
Mock_P07_2	1	303243	67
Mock_P07_2	1	303243	146
Mock_P07_2	1	303243	88
Mock_P07_2	1	303243	139
Mock_P07_2	1	303243	194
Mock_P07_2	1	303243	16
Mock_P07_2	1	303243	54
Mock_P07_2	1	303243	28
Mock_P07_2	1	303243	70
Mock_P07_2	1	303243	102
Mock_P07_2	1	303243	92
Mock_P07_2	1	303243	132
Mock_P07_2	1	303243	145
Mock_P07_2	1	303243	64
Mock_P07_2	1	303243	11
Mock_P07_2	1	303243	75
Mock_P07_2	1	303243	31
Mock_P07_2	1	303243	72
Mock_P07_2	1	303243	87
Mock_P07_2	1	303243	83
Mock_P07_2	1	303243	266
Mock_P07_2	1	303243	92
Mock_P07_2	1	303243	52
Mock_P07_2	1	303243	84
Mock_P07_2	1	303243	145
Mock_P07_2	1	303243	54
Mock_P07_2	1	303243	45
Mock_P07_2	1	303243	63
Mock_P07_2	1	303243	164
Mock_P07_2	1	303243	62
Mock_P07_2	1	303243	236
Mock_P07_2	1	303243	87
Mock_P07_2	1	303243	113
Mock_P07_2	1	303243	117
Mock_P07_2	1	303243	103
Mock_P07_2	1	303243	100
Mock_P07_2	1	303243	62
Mock_P07_2	1	303243	78
Mock_P07_2	1	303243	166
Mock_P07_2	1	303243	140
Mock_P07_2	1	303243	22
Mock_P07_2	1	303243	136
Mock_P07_2	1	303243	73
Mock_P07_2	1	303243	40
Mock_P07_2	1	303243	116
Mock_P07_2	1	303243	80
Mock_P07_2	1	303243	205
Mock_P07_2	1	303243	28
Mock_P07_2	1	303243	28
Mock_P07_2	1	303243	92
Mock_P07_2	1	303243	215
Mock_P07_2	1	303243	101
Mock_P07_2	1	303243	57
Mock_P07_2	1	303243	20
Mock_P07_2	1	303243	148
Mock_P07_2	1	303243	164
Mock_P07_2	1	303243	30
