fichier	leaf	surfaceLeaf	surfaceLesion
Chi8	1	9189300	53
Chi8	1	9189300	46
Chi8	1	9189300	63
Chi8	1	9189300	99
Chi8	1	9189300	74
Chi8	1	9189300	68
Chi8	1	9189300	117
Chi8	1	9189300	177
Chi8	1	9189300	188
Chi8	1	9189300	105
Chi8	1	9189300	116
Chi8	1	9189300	135
Chi8	1	9189300	259
Chi8	1	9189300	98
Chi8	1	9189300	14
Chi8	1	9189300	140
Chi8	1	9189300	128
Chi8	1	9189300	80
Chi8	1	9189300	82
Chi8	1	9189300	193
Chi8	1	9189300	124
Chi8	1	9189300	201
Chi8	1	9189300	126
Chi8	1	9189300	156
Chi8	1	9189300	39
Chi8	1	9189300	133
Chi8	1	9189300	151
Chi8	1	9189300	132
Chi8	1	9189300	71
Chi8	1	9189300	63
Chi8	1	9189300	9432
Chi8	1	9189300	106
Chi8	1	9189300	123
Chi8	1	9189300	67
Chi8	1	9189300	110
Chi8	1	9189300	179
Chi8	1	9189300	35
Chi8	1	9189300	126
Chi8	1	9189300	79
Chi8	1	9189300	148
Chi8	1	9189300	239
Chi8	1	9189300	44
Chi8	1	9189300	152
Chi8	1	9189300	145
Chi8	1	9189300	165
Chi8	1	9189300	18
Chi8	1	9189300	102
Chi8	1	9189300	125
Chi8	1	9189300	49
Chi8	1	9189300	142
Chi8	1	9189300	288
Chi8	1	9189300	57
Chi8	1	9189300	179
Chi8	1	9189300	41
Chi8	1	9189300	172
Chi8	1	9189300	30
Chi8	1	9189300	153
Chi8	1	9189300	242
Chi8	1	9189300	104
Chi8	1	9189300	109
Chi8	1	9189300	107
Chi8	1	9189300	219
Chi8	1	9189300	96
Chi8	1	9189300	90
Chi8	1	9189300	200
Chi8	1	9189300	186
Chi8	1	9189300	354
Chi8	1	9189300	173
Chi8	1	9189300	45
Chi8	1	9189300	164
Chi8	1	9189300	293
Chi8	1	9189300	89
Chi8	1	9189300	39
Chi8	1	9189300	138
Chi8	1	9189300	292
Chi8	1	9189300	56
Chi8	1	9189300	194
Chi8	1	9189300	115
Chi8	1	9189300	309
Chi8	1	9189300	295
Chi8	1	9189300	149
Chi8	1	9189300	78
Chi8	1	9189300	232
Chi8	1	9189300	209
Chi8	1	9189300	92
Chi8	1	9189300	192
Chi8	1	9189300	10
Chi8	1	9189300	148
Chi8	1	9189300	90
Chi8	1	9189300	87
Chi8	1	9189300	105
Chi8	1	9189300	189
Chi8	1	9189300	152
Chi8	1	9189300	157
Chi8	1	9189300	96
Chi8	1	9189300	222
Chi8	1	9189300	25
Chi8	1	9189300	106
Chi8	1	9189300	52
Chi8	1	9189300	77
Chi8	1	9189300	185
Chi8	1	9189300	289
Chi8	1	9189300	76
Chi8	1	9189300	223
Chi8	1	9189300	130
Chi8	1	9189300	178
Chi8	1	9189300	192
Chi8	1	9189300	281
Chi8	1	9189300	121
Chi8	1	9189300	27
Chi8	1	9189300	149
Chi8	1	9189300	119
Chi8	1	9189300	181
Chi8	1	9189300	222
Chi8	1	9189300	293
Chi8	1	9189300	220
Chi8	1	9189300	41
Chi8	1	9189300	65
Chi8	1	9189300	158
Chi8	1	9189300	169
Chi8	1	9189300	219
Chi8	1	9189300	244
Chi8	1	9189300	205
Chi8	1	9189300	55
Chi8	1	9189300	297
Chi8	1	9189300	213
Chi8	1	9189300	125
Chi8	1	9189300	177
Chi8	1	9189300	77
Chi8	1	9189300	197
Chi8	1	9189300	141
Chi8	1	9189300	178
Chi8	1	9189300	250
Chi8	1	9189300	101
Chi8	1	9189300	169
Chi8	1	9189300	147
Chi8	1	9189300	105
Chi8	1	9189300	238
Chi8	1	9189300	166
Chi8	1	9189300	113
Chi8	1	9189300	261
Chi8	1	9189300	252
Chi8	1	9189300	124
Chi8	1	9189300	144
Chi8	1	9189300	70
Chi8	1	9189300	150
Chi8	1	9189300	263
Chi8	1	9189300	113
Chi8	1	9189300	182
Chi8	1	9189300	68
Chi8	1	9189300	156
Chi8	1	9189300	253
Chi8	1	9189300	277
Chi8	1	9189300	154
Chi8	1	9189300	189
Chi8	1	9189300	284
Chi8	1	9189300	39
Chi8	1	9189300	229
Chi8	1	9189300	226
Chi8	1	9189300	152
Chi8	1	9189300	116
Chi8	1	9189300	152
Chi8	1	9189300	141
Chi8	1	9189300	163
Chi8	1	9189300	220
Chi8	1	9189300	233
Chi8	1	9189300	81
Chi8	1	9189300	174
Chi8	1	9189300	200
Chi8	1	9189300	38
Chi8	1	9189300	150
Chi8	1	9189300	202
Chi8	1	9189300	239
Chi8	1	9189300	178
Chi8	1	9189300	19
Chi8	1	9189300	149
Chi8	1	9189300	243
Chi8	1	9189300	159
Chi8	1	9189300	230
Chi8	1	9189300	155
Chi8	1	9189300	261
Chi8	1	9189300	158
Chi8	1	9189300	129
Chi8	1	9189300	212
Chi8	1	9189300	238
Chi8	1	9189300	160
Chi8	1	9189300	165
Chi8	1	9189300	66
Chi8	1	9189300	194
Chi8	1	9189300	162
Chi8	1	9189300	167
Chi8	1	9189300	181
Chi8	1	9189300	250
Chi8	1	9189300	305
Chi8	1	9189300	274
Chi8	1	9189300	152
Chi8	1	9189300	233
Chi8	1	9189300	160
Chi8	1	9189300	220
Chi8	1	9189300	230
Chi8	1	9189300	164
Chi8	1	9189300	211
Chi8	1	9189300	251
Chi8	1	9189300	103
Chi8	1	9189300	173
Chi8	1	9189300	200
Chi8	1	9189300	11
Chi8	1	9189300	30
Chi8	1	9189300	243
Chi8	1	9189300	159
Chi8	1	9189300	28
Chi8	1	9189300	138
Chi8	1	9189300	49
Chi8	1	9189300	236
Chi8	1	9189300	343
Chi8	1	9189300	149
Chi8	1	9189300	220
Chi8	1	9189300	119
Chi8	1	9189300	174
Chi8	1	9189300	267
