fichier	leaf	surfaceLeaf	nbLesions	surfaceLesions	pourcent.lesions	nb.lesions
Mock_P06_1	1	258762	1	31	0.0119801207287005	NA
Mock_P06_1	2	299568	1	450	0.150216311488544	NA
Mock_P06_1	3	253378	1	0	0	0
Mock_P06_1	4	256845	1	0	0	0
Mock_P06_1	5	268159	1	127	0.0473599618137001	NA
Mock_P06_1	6	212474	1	20	0.00941291640388942	NA
Mock_P06_1	7	259524	102	9250	3.56421756754674	NA
Mock_P06_1	8	290637	152	15363	5.28597528876227	NA
Mock_P06_1	9	277171	138	16283	5.87471272247097	NA
Mock_P06_1	10	302353	143	16208	5.36062152517091	NA
Mock_P06_1	11	283934	142	13673	4.81555572773954	NA
Mock_P06_1	12	269070	118	13127	4.87865611179247	NA
Mock_P06_1	13	328283	165	20800	6.33599668578635	NA
Mock_P06_1	14	269535	107	10955	4.06440721984158	NA
Mock_P06_1	15	299771	104	12552	4.18719622645286	NA
Mock_P06_1	16	332343	152	19867	5.97786022272171	NA
Mock_P06_1	17	262584	110	11697	4.45457453614843	NA
Mock_P06_1	18	289322	146	13892	4.8015705684324	NA
Mock_P06_1	19	295582	147	13727	4.64405816321698	NA
Mock_P06_1	20	351005	167	16010	4.56118858705717	NA
Mock_P06_1	21	272800	159	16309	5.9783724340176	NA
Mock_P06_1	22	252711	156	13365	5.28864988069376	NA
Mock_P06_1	23	333878	123	16643	4.98475491047628	NA
