fichier	leaf	surfaceLeaf	nbLesions	surfaceLesions	pourcent.lesions	nb.lesions
Mock_P03_2	1	353932	154	13663	3.86034605517444	NA
Mock_P03_2	2	356397	193	22299	6.2567866732885	NA
Mock_P03_2	3	386327	237	25035	6.48026154009427	NA
Mock_P03_2	4	416742	253	28360	6.80516962533174	NA
Mock_P03_2	5	310088	230	19217	6.19727303217151	NA
Mock_P03_2	6	392697	224	24140	6.14723310847804	NA
Mock_P03_2	7	263566	148	10801	4.09802478316627	NA
Mock_P03_2	8	342572	92	5977	1.74474271102133	NA
Mock_P03_2	9	335864	147	12455	3.70834623538099	NA
Mock_P03_2	10	230941	91	8634	3.73861722258066	NA
Mock_P03_2	11	315120	93	7200	2.28484386900229	NA
Mock_P03_2	12	305007	127	14743	4.83365955535447	NA
Mock_P03_2	13	359355	167	14114	3.92759249210391	NA
Mock_P03_2	14	354091	110	12673	3.57902347136753	NA
Mock_P03_2	15	340882	166	18517	5.43208500302157	NA
Mock_P03_2	16	357253	70	6617	1.85218878497871	NA
Mock_P03_2	17	374692	185	16416	4.38119842430583	NA
Mock_P03_2	18	368310	218	17828	4.84048763270071	NA
Mock_P03_2	19	340793	178	15614	4.5816668769605	NA
Mock_P03_2	20	350456	215	23831	6.7999977172598	NA
