fichier	leaf	surfaceLeaf	nbLesions	surfaceLesions	pourcent.lesions	nb.lesions
Mock_P05_2	1	301265	81	7442	2.4702504439613	NA
Mock_P05_2	2	333331	128	15206	4.56183193282353	NA
Mock_P05_2	3	276966	150	14887	5.37502798177394	NA
Mock_P05_2	4	299229	95	8868	2.96361649439058	NA
Mock_P05_2	5	301072	171	22669	7.52942817664877	NA
Mock_P05_2	6	285581	141	18639	6.52669470307899	NA
Mock_P05_2	7	280257	97	10858	3.87430108793001	NA
Mock_P05_2	8	206842	57	5424	2.62229141083532	NA
Mock_P05_2	9	279429	128	16941	6.06272076269822	NA
Mock_P05_2	10	293365	57	6123	2.08716104511445	NA
Mock_P05_2	11	313863	1	0	0	0
Mock_P05_2	12	269508	1	32	0.0118734879855143	NA
Mock_P05_2	13	300073	1	0	0	0
Mock_P05_2	14	290760	1	1425	0.49009492364837	NA
Mock_P05_2	15	325291	1	0	0	0
Mock_P05_2	16	336003	1	223	0.0663684550435562	NA
Mock_P05_2	17	349455	1	0	0	0
Mock_P05_2	18	326055	1	0	0	0
Mock_P05_2	19	305462	1	0	0	0
