fichier	leaf	surfaceLeaf	nbLesions	surfaceLesions	pourcent.lesions	nb.lesions
Mock_P03_1	1	294346	125	10256	3.4843347624904	NA
Mock_P03_1	2	256511	103	12218	4.7631485589312	NA
Mock_P03_1	3	296708	141	14299	4.81921619909136	NA
Mock_P03_1	4	309191	142	15129	4.89309197227604	NA
Mock_P03_1	5	294673	149	12857	4.36314151618913	NA
Mock_P03_1	6	339321	173	11399	3.35935589014532	NA
Mock_P03_1	7	153835	69	5409	3.51610491760653	NA
Mock_P03_1	8	249012	162	12803	5.1415192842112	NA
Mock_P03_1	9	251388	167	15438	6.14110458733114	NA
Mock_P03_1	10	238797	142	13205	5.52980146316746	NA
Mock_P03_1	11	234686	135	16067	6.846168923583	NA
Mock_P03_1	12	258478	157	18435	7.13213503663755	NA
Mock_P03_1	13	313336	170	18099	5.77622743636224	NA
Mock_P03_1	14	216025	99	13037	6.03494965860433	NA
Mock_P03_1	15	331715	130	13136	3.9600259258701	NA
Mock_P03_1	16	338973	154	18343	5.41134544639249	NA
Mock_P03_1	17	285794	146	18540	6.48719007396936	NA
Mock_P03_1	18	298008	170	17842	5.98708759496389	NA
Mock_P03_1	19	309067	221	22692	7.34209734458871	NA
Mock_P03_1	20	260957	149	11976	4.58926183240917	NA
Mock_P03_1	21	226014	96	13060	5.77840310777209	NA
Mock_P03_1	22	300058	167	15261	5.08601670343734	NA
Mock_P03_1	23	308924	115	10812	3.49988994056791	NA
